"nu_Licitacao","cd_UGestora","tp_Licitacao","dt_Homologacao","tp_Objeto","vl_Licitacao","de_Obs"
"230012013",201050,7,"2013-01-20 00:00:00",2,30000,"Locação de Imóvel destinado ao funcionamento da Comissão Permanente de Licitação."
"230012014",603123,1,"2015-01-09 00:00:00",1,1021868.56,"CONTRATACAO DE EMPRESA DO RAMO DE CONSTRUCAO CIVIL PARA A CONSTRUCAO DE ESCOLA COM 06 (SEIS) SALAS DE AULA, NOVA SEDE DA"
"230022014",603123,1,"2015-01-21 00:00:00",1,1021868.56,"CONTRATACAO DE EMPRESA DO RAMO DE CONSTRUCAO CIVIL PARA A CONSTRUCAO DE ESCOLA COM 06 (SEIS) SALAS DE AULA, NOVA SEDE DA"
"230032014",603123,1,"2015-01-21 00:00:00",1,1021868.56,"CONTRATACAO DE EMPRESA DO RAMO DE CONSTRUCAO CIVIL PARA A CONSTRUCAO DE ESCOLA COM 06 (SEIS) SALAS DE AULA, NOVA SEDE DA"
"236012015",201121,11,"2015-03-12 00:00:00",2,134251.44,"AQUISICAO DE MEDICAMENTOS CONFORME ESPECIFICACOES TECNICAS E PRECOS PARA ATENDER DEMANDA DA SECRETARIA DE SAUDE DO MUNIC"
"240012015",603123,8,"2015-03-10 00:00:00",2,29760,"CONTRATACAO DE SERVICOS DE ASSESSORIA E CONSULTORIA JURIDICA."
"250012015",201050,7,"2015-01-08 00:00:00",3,24927.72,"LOCACAO DE IMOVEL SITUADO A RUA AFONSO CAMPOS,143 CENTRO DESTINADO AO FUNCIONAMENTO DO SINE MUNICIPAL ATE 30 DE ABRIL DE"
"250022014",201050,12,"2014-09-12 00:00:00",2,237992.5,"AQUISICAO  DE SUPRIMENTOS DE INFORMATICA PARA AS UNIDADES DA REDE MUNICIPAL DE ENSINO DO MUNICIPIO DE CAMPINA GRANDE EST"
"250022015",201050,7,"2015-01-08 00:00:00",2,36000,"LOCACAO DE IMOVEL SITUADO A RUA JILO GUEDES,39 SANTO ANTONIO,DESTINADO AO FUNCIONAMENTO DA CASA DOS CONSELHOS TUTELARES,"
"250032014",201050,12,"2014-12-10 00:00:00",2,71760,"CONTRATACAO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE KIT LANCHES PARA ATENDER EVENTOS PROMOVIDOS PELA PREFEITURA DO M"
"250032015",201050,7,"2015-01-08 00:00:00",2,36000,"LOCACAO DE IMOVEL SITUADO A RUA OURO BRANCO,807 PALMEIRA DESTINADO AO FUNCIONAMENTO DA CASA DA ESPERANCA I ATE 31 DE DEZ"
"250042014",201050,11,"2014-09-17 00:00:00",2,36840,"AQUISICAO DE EQUIPAMENTOS DE PROCESSAMENTO DE DADOS PARA ATENDER AS NECESSIDADES ADMINISTRATIVAS DO CONVENIO 128/2012/MT"
"250042015",201050,7,"2015-01-08 00:00:00",2,24000,"LOCACAO DE IMOVEL SITUADO A RUA DEPUTADO JOSE TAVARES,278,CENTRO DESTINADO AO FUNCIONAMENTO DO CENTRO POP ATE 31 DE DEZE"
"250052014",201050,11,"2014-08-13 00:00:00",2,20349,"AQUISICAO DE TONERS E CARTUCHOS PARA ATENDER AS NECESSIDADES DO SINE, CONFORME CONVENIO MTE/SPPE/CODEFAT/128/2012 - CONV"
"250052015",201050,7,"2015-01-08 00:00:00",2,31200,"LOCACAO DE IMOVEL SITUADO A RUA SILVA JARDIM,427 SANTO ANTONIO,DESTINADO AO FUNCIONAMENTO DO ACESSUAS ATE 31 DE DEZEMBRO"
"250062014",201050,7,"2014-04-01 00:00:00",2,18000,"LOCACAO DE IMOVEL SITUADO A RUA DEPUTADO JOSE TAVARES, 278 CENTRO,DESTINADO AO FUNCIONAMENTO DO CENTRO POP ATE 31 DE DEZ"
"250062015",201050,7,"2015-01-08 00:00:00",2,27600,"LOCACAO DE IMOVEL SITUADO A RUA SINHAZINHA DE OLIVEIRA,403 PALMEIRA DESTINADO AO FUNCIONAMENTO DA CASA DA ESPERANCA II-A"
"250072014",201050,11,"2014-08-15 00:00:00",2,10480,"AQUISICAO DE MOBILIARIO EM GERAL PARA ATENDER AS NECESSIDADES DO SINE,CONFORME CONVENIO MTE/SPPE/CODEFAT/128/2012-CONVEN"
"250072015",201050,7,"2015-01-08 00:00:00",2,30000,"LOCACAO DE IMOVEL SITUADO A RUA OTACILIO NEPOMUCENO,430 CATOLE DESTINADO AO FUNCIONAMENTO DO CREAS II ATE 31 DE DEZEMBRO"
"250082014",201050,11,"2014-08-15 00:00:00",2,18419.84,"AQUISICAO DE MATERIAL DE LIMPEZA PARA ATENDER AS NECESSIDADES DO SINE,CONFORME CONVENIO MTE/SPPE/CODEFAT/128/2012-CONVEN"
"250082015",201050,7,"2015-01-08 00:00:00",2,50400,"LOCACAO DE IMOVEL SITUADO A RUA JOAO DA MATA,743 CENTRO DESTINADO AO FUNCIONAMENTO DO ALBERGUE MUNICIPAL ATE 31 DE DEZEM"
"250092014",201050,11,"2014-09-01 00:00:00",2,15135.66,"AQUISICAO DE MATERIAL DE EXPEDIENTE PARA ATENDER AS NECESSIDADES DO SINE, CONFORME CONVENIO MTE/SPPE/CODEFAT/128/2012 - "
"250092015",603050,7,"2015-04-01 00:00:00",2,18000,"LOCACAO DE IMOVEL SITUADO A RUA AMAZONAS,65 LIBERDADE,DESTINADO AO FUNCIONAMENTO DA CREAS I ATE 31 DE DEZEMBRO DE 2015."
"250102014",201050,11,"2014-09-01 00:00:00",2,7620,"CONTRATACAO DE EMPRESA PARA CONFECCAO DE MATERIAL DE SERIGRAFIA PARA ATENDER AS NECESSIDADES ADMINISTRATIVAS DO SISTEMA "
"250102015",603050,7,"2015-04-01 00:00:00",2,13200,"LOCACAO DE IMOVEL SITUADO A RUA OSCAR GUEDES DE MOURA,142 CONJUNTO DOS PROFESSORES,DESTINADO AO FUNCIONAMENTO DO CRAS PE"
"250112014",201050,7,"2014-04-01 00:00:00",2,4500,"LOCACAO DE IMOVEL SITUADO NA RUA MANOEL DE OLIVEIRA 10 A, CATOLE  DESTINADO AO FUNCIONAMENTO DA ASSOCIACAO DE CATADORES "
"250112015",201050,11,"2015-09-21 00:00:00",2,15760,"FORNECIMENTO DE MOBILIARIO E EQUIPAMENTOS DIVERSOS, PARA ATENDER AS NECESSIDADES DO CENTRO PUBLICO DE EMPREGO, TRABALHO "
"250122014",201050,7,"2014-04-01 00:00:00",2,3600,"LOCACAO DE IMOVEL SITUADO NA RUA TOTA SOBRINHO,375 SAO JOSE DA MATA DESTINADO AO FUNCIONAMENTO DO CRAS ATE 31 DE DEZEMBR"
"250122015",201050,11,"2015-10-01 00:00:00",2,61220,"SERVICOS DE CONFECCAO DE MATERIAL GRAFICO PARA ATENDER AS NECESSIDADES DO SISTEMA UNICO DE TRABALHO, EMPREGO E RENDA-SIN"
"250132014",201050,7,"2014-04-01 00:00:00",2,2700,"LOCACAO DE IMOVEL SITUADO A RUA FELIZARDO S. DE ALMEIDA,144 CATINGUEIRA DESTINADO AO FUNCIONAMENTO DO CLUBE DE MAES CRIS"
"250132015",603050,7,"2015-04-01 00:00:00",2,9840,"LOCACAO DE IMOVEL SITUADO A RUA DEPUTADO RAIMUNDO ASFORA,14 A SERROTAO SAO JANUARIO,DESTINADO AO FUNCIONAMENTO DO CRAS M"
"250142015",603050,7,"2015-04-01 00:00:00",2,7200,"LOCACAO DE IMOVEL SITUADO A RUA SAMUEL SIMOES,393 JEREMIAS,DESTINADO AO FUNCIONAMENTO DO CRAS JEREMIAS  ATE 31 DE DEZEMB"
"250152014",201050,7,"2014-04-01 00:00:00",2,30000,"LOCACAO DE IMOVEL SITUADO A RUA SILVA JARDIM 427 SANTO ANTONIO, DESTINADO AO FUNCIONAMENTO DO ACESSUAS ATE 31 DE DEZEMBR"
"250152015",603050,7,"2015-04-01 00:00:00",2,13500,"LOCACAO DE IMOVEL SITUADO A RUA AGAMENON MAGALHAES,205 ALTO BRANCO,CAMPINA GRANDE DESTINADO AO FUNCIONAMENTO DO CREAS II"
"250162014",201050,7,"2014-04-01 00:00:00",2,12720,"LOCACAO DE IMOVEL SITUADO NA RUA SANTA RITA ,486, QUARENTA,DESTINADO AO FUNCIONAMENTO DA COOPERATIVA DE CATADORES DE MAT"
"250162015",603050,7,"2015-04-01 00:00:00",2,18000,"LOCACAO DE IMOVEL SITUADO A RUA MINA GERAIS,430 LIBERDADE,DESTINADO AO FUNCIONAMENTO DO CRAS LIBERDADE ATE 31 DE DEZEMBR"
"250172014",201050,7,"2014-04-01 00:00:00",2,2700,"LOCACAO DE IMOVEL SITUADO NA RUA ARNOBIO ARAUJO,79 A,CATOLE DE ZE FERREIRA,DESTINADO AO FUNCIONAMENTO DA ASSOCIACAO COMU"
"250182014",201050,11,"2014-11-04 00:00:00",2,706800,"AQUISICAO DE VEICULO TIPO VAN 0K M, COM 16 LUGARES (MOTORISTA MAIS 15 PASSAGEIROS), MOVIDO A DIESEL, DIRECAO HIDRAULICA,"
"250192014",201050,7,"2014-04-01 00:00:00",2,27300,"LOCACAO DE IMOVEL SITUADO NA RUA JILO GUEDES ,39, SANTO ANTONIO,DESTINADO AO FUNCIONAMENTO DA CASA DOS CONSELHOS TUTELAR"
"250192015",603050,7,"2015-04-01 00:00:00",2,9180,"LOCACAO DE IMOVEL SITUADO A RUA DOS MARMELEIROS,33 MALVINAS,DESTINADO AO FUNCIONAMENTO DO CRAS MALVINAS  ATE 31 DE DEZEM"
"250202014",201050,7,"2014-04-01 00:00:00",2,20400,"LOCACAO DE IMOVEL SITUADO NA RUA DESEMBARGADOR TRINDADE ,150, CENTRO,DESTINADO AO FUNCIONAMENTO DA CASA DE PASSAGEM ATE "
"250202015",603050,7,"2015-04-01 00:00:00",2,24000,"LOCACAO DE IMOVEL SITUADO A RUA DESEMBARGADOR TRINDADE,150 CENTRO,DESTINADO AO FUNCIONAMENTO DA CASA DE PASSAGEM ATE 31 "
"250212014",201050,7,"2014-04-01 00:00:00",2,10200,"LOCACAO DE IMOVEL SITUADO NA RUA CORONEL JOSE ANDRE 78, CENTRO DESTINADO AO FUNCIONAMENTO DA ASSOCIACAO DOS DIABETICOS A"
"250212015",603050,7,"2015-04-02 00:00:00",2,4980,"LOCACAO DE IMOVEL SITUADO A RUA JOSE SOARES  DE OLIVEIRA,34 RAMADINHA, DESTINADO AO FUNCIONAMENTO DO CRAS RAMADINHA  ATE"
"250222014",201050,7,"2014-04-01 00:00:00",2,4950,"LOCACAO DE IMOVEL SITUADO A RUA SAMUEL SIMOES,393 JEREMIAS DESTINADO AO FUNCIONAMENTO DO CRAS JEREMIAS ATE 31 DE DEZEMBR"
"250222015",603050,7,"2015-04-01 00:00:00",2,6900,"LOCACAO DE IMOVEL SITUADO A RUA SABARA,100,CATINGUEIRA,DESTINADO AO FUNCIONAMENTO DO CRAS  CATINGUEIRA ATE 31 DE DEZEMBR"
"250232014",201050,7,"2014-04-01 00:00:00",2,56087.37,"LOCACAO DE IMOVEL SITUADO A RUA AFONSO CAMPOS,143 CENTRO DESTINADO AO FUNCIONAMENTO DO SINE MUNICIPAL ATE 31 DE DEZEMBRO"
"250232015",603050,7,"2015-04-01 00:00:00",2,5400,"LOCACAO DE IMOVEL SITUADO A RUA ANTONIO TOTA SOBRINHO,375-DISTRITO DE SAO JOSE DA MATA ,DESTINADO AO FUNCIONAMENTO DO CR"
"250242014",201050,7,"2014-04-01 00:00:00",2,4950,"LOCACAO DE IMOVEL SITUADO A RUA SABARA, 100 DESTINADO AO FUNCIONAMENTO DO CRAS- CATINGUEIRA ATE DEZEMBRO DE 2014."
"250242015",603050,7,"2015-04-10 00:00:00",2,7541.5,"AQUISICAO DE MATERIAL DE EXPEDIENTE,DESTINADO A ATENDER AS ACOES DO FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DESTE MUNICIPI"
"250252014",201050,7,"2014-05-02 00:00:00",2,6000,"LOCACAO DE IMOVEL SITUADO A RUA DOS MARMELEIROS,33 DESTINADO AO FUNCIONAMENTO DO CRAS  MALVINAS ATE 31 DE DEZEMBRO DE 20"
"250252015",603050,7,"2015-05-04 00:00:00",2,21600,"LOCACAO DE IMOVEL SITUADO A RUA IRINEU JOFFILY,207 CENTRO DESTINADO AO FUNCIONAMENTO DA CIP MAC ATE 31 DE DEZEMBRO DE 20"
"250262014",201050,7,"2014-05-02 00:00:00",2,2000,"LOCACAO DE IMOVEL SITUADO A RUA MARIA HOSANA LELIS 48A, TRES IRMAS DESTINADO AO FUNCIONAMENTO DO CLUBE DE MAES NINA DINI"
"250262015",603050,7,"2015-05-04 00:00:00",2,6000,"LOCACAO DE IMOVEL SITUADO A RUA JOAO BEZERRA PAZ 115,A CATOLE DESTINADO AO FUNCIONAMENTO DO SCFV SERVICO DE CONVIVENCIA "
"250272015",603050,7,"2015-05-11 00:00:00",2,7860,"SERVICOS DE FABRICACAO DE PORTOES,GRADES E JANELAS EM ALUMINIO PARA SUPRIR AS NECESSIDADES DAS UNIDADES DA SECRETARIA DE"
"250282014",201050,7,"2014-05-02 00:00:00",2,3200,"LOCACAO DE IMOVEL SITUADO A RUA JOSE SOARES DE OLIVEIRA,34 RAMADINHA DESTINADO AO FUNCIONAMENTO DO CRAS RAMADINHA ATE 31"
"250282015",603050,7,"2015-05-04 00:00:00",2,32000,"LOCACAO DE IMOVEL SITUADO NA RUA RODRIGUES ALVES,661 PRATA DESTINADO AO FUNCIONAMENTO DO BOLSA FAMILIA E CADASTRO UNICO "
"250292014",201050,7,"2014-05-02 00:00:00",2,2000,"LOCACAO DE IMOVEL SITUADO A RUA LUIZ MOTA 1069 RAMADINHA II DESTINADO AO FUNCIONAMENTO DA UNIAO DE MORADORES DA RAMADINH"
"250292015",603050,7,"2015-06-02 00:00:00",2,7750,"CONTRATACAO DOS SERVICOS DE FORNECIMENTO DE GAS GLP(GAS DE COZINHA) ACONDICIONADO M BOTIJAO DE 13 KG E 45 KG."
"250302014",201050,7,"2014-06-03 00:00:00",2,4800,"CONTRATACAO DE EMPRESA ESPECIALIZADA  EM IMPLANTACAO DE SUPORTE E SISTEMAS INFORMATIZADOS DE LICITACAO E FOLHA DE PAGAME"
"250312014",201050,7,"2014-06-02 00:00:00",2,6400,"PRESTACAO DE SERVICOS DE LOCACAO DE IMPRESSORA COM RECARGA DE CARTUCHOS PARA ATENDER AS NECESSIDADES DAS CASAS DOS CONSE"
"250312015",603050,7,"2015-07-01 00:00:00",2,7500,"CONTRATACAO DOS SERVICOS DE DECORACAO DE AMBIENTES,DESTINADOS AOS EVENTOS E ACOES DESENVOLVIDAS PELA SECRETARIA MUNICIPA"
"250322014",201050,7,"2014-06-16 00:00:00",2,7920,"CONFECCAO DE CAMISETAS DE MALHAS PARA ATENDER AO SERVICOS DE CONVIVENCIA E FORTALECIMENTO DE VINCULO DA SECRETARIA MUNIC"
"250322015",603050,7,"2015-07-01 00:00:00",2,7700,"CONTRATACAO DOS SERVICOS DE FORNECIMENTO DE PRODUTOS DE CONFEITARIA DIVERSOS DESTINADOS AOS EVENTOS COMEMORATIVOS DAS UN"
"250332014",201050,7,"2014-06-16 00:00:00",2,8000,"PRESTACAO DE SERVICOS DE  INFORMATICA EM GERAL,EM IMPRESSORAS E COMPUTADORES,BEM COMO INSTALACAO DE SOFTWARES,PARA ATEND"
"250332015",603050,7,"2015-07-01 00:00:00",2,5100,"LOCACAO DE IMOVEL  SITUADO A RUA CORONEL JOSE ANDRE,78 CENTRO DESTINADO AO FUNCIONAMENTO DA ASSOCIACAO DOS DIABETICOS AT"
"250342014",201050,7,"2014-07-24 00:00:00",2,7980,"AQUISICAO DE AGUA MINERAL PARA ATENDER AS NECESSIDADES DA SECRETARIA DE ASSISTENCIA SOCIAL."
"250342015",603050,7,"2015-07-01 00:00:00",2,7200,"LOCACAO DE IMOVEL SITUADO A RUA SANTA RITA,486 QUARENTA DESTINADO AO FUNCIONAMENTO DA COOPERATIVA DOS CATADORES DE MATER"
"250352014",201050,7,"2014-07-30 00:00:00",2,7970,"PRESTACAO DE SERVICOS DE MANUTENCAO EM GERAL E INSTALACAO DE AR CONDICIONADO,PARA ATENDER AS NECESSIDADES DOS PROGRAMAS "
"250352015",603050,7,"2015-07-01 00:00:00",2,4200,"LOCACAO DE IMOVEL SITUADO A RUA MANOEL ALVES DE OLIVEIRA,10 A CATOLE DESTINADO AO FUNCIONAMENTO DA ASSOCIACAO DOS CATADO"
"250362015",201050,7,"2015-07-01 00:00:00",2,37391.58,"LOCACAO DE IMOVEL SITUADO A AFONSO CAMPOS,143 CENTRO DESTINADO AO FUNCIONAMENTO DO SINE MUNICIPAL ATE 31 DE DEZEMBRO DE "
"250372014",201050,7,"2014-09-01 00:00:00",2,3000,"LOCACAO DE IMOVEL SITUADO A RUA ARNALDO LUIZ DE MELO 54 A- DISTRITO DE SAO JOSE DA MATA,DESTINADO AO FUNCIONAMENTO DO SE"
"250372015",201050,7,"2015-08-03 00:00:00",2,2898.37,"FORNECIMENTO DE COMBUSTIVEL (GASOLINA COMUM), DESTINADOS A ATENDER AS NECESSIDADES DO SISTEMA UNICO DE EMPREGO, TRABALHO"
"250382014",201050,7,"2014-09-01 00:00:00",2,3200,"LOCACAO DE IMOVEL SITUADO A RUA DEPUTADO RAIMUNDO ASFORA 14 A SERROTAO SAO JANUARIO DESTINADO AO FUNCIONAMENTO DO CRAS M"
"250382015",603050,7,"2015-08-03 00:00:00",2,94464,"FORNECIMENTO DE COMBUSTIVEL (GASOLINA COMUM), PARA ATENDER AOS DIVERSOS SETORES DA SECRETARIA MUNICIPAL DE ASSISTENCIA S"
"250392014",201050,7,"2014-08-11 00:00:00",2,8000,"AQUISICAO DE CAMERAS  DE SEGURANCA DE CENTRAL DE CERCA ELETRICA PARA MONITORAMENTO NO ALBERGUE MUNICIPAL E SECRETARIA MU"
"250402014",201050,7,"2014-08-18 00:00:00",2,7985.04,"SERVICOS XEROGRAFICOS E ENCADERNACAO,PARA ATENDER AS NECESSIDADES DOS DIVERSOS PROGRAMAS DA SECRETARIA MUNICIPAL DE ASSI"
"250412014",201050,7,"2014-09-01 00:00:00",2,7816.95,"AQUISICAO DE UTILITARIOS E UTENSILIOS DIVERSOS PARA ATENDER AS DEMANDAS DE SERVICOS E ACOES DOS PROGRAMAS DO FUNDO MUNIC"
"250412015",603050,7,"2015-09-18 00:00:00",2,7600,"CONTRATACAO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE REFEICAO TIPO SELF SERVICE PARA OFICINA DE CAPACITACAO DE ASSIST"
"250422014",201050,7,"2014-09-04 00:00:00",2,7990,"CONFECCAO DE PORTOES E JANELAS EM ALUMINIO PARA SUPRIR AS NECESSIDADES DAS UNIDADES DA SECRETARIA MUNICIPAL DE ASSISTENC"
"250432014",201050,7,"2014-10-13 00:00:00",2,7870,"AQUISICAO DE GAS GPL 13KG E 45KG PARA ATENDER AS NECESSIDADES DAS DIVERSAS UNIDADES DA SECRETARIA MUNICIPAL DE ASSISTENC"
"250432015",603050,7,"2015-10-02 00:00:00",2,15000,"LOCACAO DE IMOVEL LOCALIZADO A RUA AGRIMENSOR JOSE DE BRITO N187 ALTO BRANCO CAMPINA GRANDE AO FUNCIONAMENTO DA SEDE DA "
"250442014",201050,7,"2014-10-01 00:00:00",2,4500,"LOCACAO DE IMOVEL SITUADO A RUA MINAS GERAIS,430 LIBERDADE DESTINADO AO FUNCIONAMENTO DE CONVIVENCIA E FORTALECIMENTO DE"
"250442015",603050,7,"2015-10-28 00:00:00",2,2500,"CONTRATACAO DE PESSOA FISICA PARA MINISTRAR PALESTRA EM 3 CONFERENCIA MUNICIPAL LGBT."
"250452014",201050,7,"2014-11-03 00:00:00",2,2000,"LOCACAO DE IMOVEL SITUADO A RUA,OSCAR GUEDES DE MOURA,142 CONJUNTO DOS PROFESSORES,DESTINADO AO FUNCIONAMENTO DO CRAS PE"
"250452015",603050,7,"2015-11-05 00:00:00",2,7775,"CONTRATACAO DE EMPRESA ESPECIALIZADA NA CONFECCAO DE PANFLETOS,FOLDER`S,CARTAZES,LONAS E IMPRESSAO EM ADESIVO VINIL PARA"
"250462014",201050,7,"2014-11-03 00:00:00",2,3000,"LOCACAO DE IMOVEL SITUADO A RUA AMAZONAS,65 LIBERDADE,DESTINADO AO FUNCIONAMENTO DA CREAS I ATE 31 DE DEZEMBRO DE 2014."
"250462015",603050,7,"2015-11-13 00:00:00",2,2960,"CONTRATACAO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE EXTINTORES DE INCENDIO,PLACAS FOTOLUMINESCENTES E SUPORTE PARA P"
"250472014",201050,7,"2014-12-01 00:00:00",2,96000,"LOCACAO DE IMOVEL SITUADO A RUA RODRIGUES ALVES,1207-PRATA,DESTINADO AO FUNCIONAMENTO DA SEDE DA SECRETARIA MUNICIPAL DE"
"250472015",603050,7,"2015-11-03 00:00:00",2,8000,"LOCACAO DE IMOVEL SITUADO A RUA MANOEL ELIAS DE CASTRO 935,ALTO BRANCO DESTINADO AO FUNCIONAMENTO DA CASA DA ESPERANCA I"
"250482014",201050,7,"2014-12-03 00:00:00",2,7991.5,"PRESTACAO DE SERVICOS DE MANUTENCAO GERAL EM CENTRAL TELEFONICA,APARELHO DE FAX REDE TELEFONICA,TUBULACAO E TOMADAS,QUAD"
"250492015",603050,7,"2015-12-01 00:00:00",2,7795,"CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MANUTENCAO,REPAROS E INSTALACOES DE SISTEMAS DE CAMERAS, PARA ATEND"
"250502015",603050,7,"2015-12-02 00:00:00",2,1920,"CONTRATACAO DE PESSOA FISICA PARA MINISTRAR O PROCESSO DE FORMACAO DOS CONSELHEIROS TUTELARES, GESTAO 2016/2019"
"250512015",603050,7,"2015-12-03 00:00:00",2,7920,"CONTRATACAO DE EMPRESA PARA CONFECCAO DE CAMISAS EM MALHA PARA ATENDER AS NECESSIDADES DO PROGRAMA ACESSUAS,"
"250662015",603050,7,"2015-10-01 00:00:00",2,1256.4,"CONTRATACAO DO SERVICOS DE 3 (TRES) ASSINATURAS DO JORNAL CORREIO DA PARAIBA."
"260012015",603123,11,"2015-02-24 00:00:00",2,507750,"CONTRATACAO DE TRANSPORTADORES AUTONOMOS, PARA EFETUAREM O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES NA ZONA RURAL E ADJAC"
"260022013",201050,12,"2013-08-06 00:00:00",2,729200,"ADESÃO A ATA DE REGISTRO DE PREÇOS 2.03.001/2013 AQUISIÇÃO E REMANUFATURA DE CARTUCHOS."
"260022015",603123,11,"2015-03-17 00:00:00",2,442748,"CONTRATACAO DE TRANSPORTADORES AUTONOMOS, PARA EFETUAREM O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES NA ZONA RURAL E ADJAC"
"260032015",603123,11,"2015-03-17 00:00:00",2,289479,"CONTRATACAO DE TRANSPORTADORES AUTONOMOS, PARA EFETUAREM O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES NA ZONA RURAL E ADJAC"
"260042015",603123,11,"2015-04-22 00:00:00",2,716100,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MERENDA ESCOLAR, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL "
"260052015",603123,11,"2015-05-04 00:00:00",2,28000,"CONTRATACAO DE SERVICOS DE ASSESSORIA TECNICA DE ENGENHARIA NA FISCALIZACAO DE OBRAS COM EMISSAO DE LAUDOS, PARECERES E "
"260062014",603123,11,"2014-07-02 00:00:00",2,15658,"AQUISICAO DE MOBILIARIO PARA A CRECHE, DE FORMA PARCELADA."
"260062015",603123,11,"2015-04-22 00:00:00",2,2e+05,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE ACERVO BIBLIOGRAFICO ESCOLAR E PARA A BIBLIOTECA PUBLICAS DO MUNICIPIO"
"260072014",603123,11,"2014-10-02 00:00:00",2,113500,"CONTRATACAO DE EMPRESA ESPECIALIZADA NA FORMACAO DE GESTORES E EDUCADORES PARA O DESENVOLVIMENTO DE SISTEMAS EDUCACIONAI"
"260082014",603123,11,"2014-09-01 00:00:00",2,276107,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE PNEUS E CAMARAS DE AR,PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNIC"
"260082015",603123,11,"2015-05-27 00:00:00",2,41259,"AQUISICAO DE APARELHOS DE AR CONDICIONADOS E OUTROS, PARA A CRECHE FRANCISCA MINEIRO SILVA, DE FORMA PARCELADA."
"260082016",603123,11,"2016-05-05 00:00:00",2,242897,"AQUISICAO DE MADEIRA EM GERAL, DE FORMA PARCELADA, PARA SUPRIR AS NECESSIDADES DA SECRETARIA MUNICIPAL DE EDUCACAO"
"260092014",603123,11,"2014-09-02 00:00:00",2,267807.02,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MATERIAL DE EXPEDIENTE,PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNI"
"260092015",603123,11,"2015-05-27 00:00:00",2,43693,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE VIDROS, ESPELHOS, PORTAS E JANELAS, COM INSTALACAO, DE FORMA PARCELADA"
"260092016",603123,11,"2016-05-30 00:00:00",2,95000,"REGISTRO DE PRECOS EM ATA PARA EVENTUAL AQUISICAO DE KITS DIDATICOS DESTINADOS AS ALUNOS DO ENSINO FUNDAMENTAL I E IISD"
"260102015",603123,11,"2015-06-09 00:00:00",2,24900,"SISTEMA DE REGISTRO DE PRECOS PARA A CONTRATACAO DE EMPRESA ESPECIALIZADA PARA CONFECCAO DE MATERIAIS DE COMUNICACAO VIS"
"260112014",603123,11,"2014-10-01 00:00:00",2,101260,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE EQUIPAMENTOS E MATERIAL DE INFORMATICA, PARA ATENDER AS NECESSIDADES D"
"260112015",603123,11,"2015-07-31 00:00:00",2,7725.38,"AQUISICAO DE MATERIAL DE EXPEDIENTE PARA O PROJOVEM CAMPO, DE FORMA PARCELADA, PARA SUPRIR AS NECESSIDADES DA SECRETARIA"
"260122014",603123,11,"2014-09-19 00:00:00",2,186140,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE FRALDAS E MATERIAL DE LIMPEZA, PARA ATENDER AS NECESSIDADES DA SECRETA"
"260122015",603123,11,"2015-08-06 00:00:00",2,72720,"CONTRATACAO DE TRANSPORTADORES AUTONOMOS, PARA EFETUAREM O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES NA ZONA RURAL E ADJAC"
"260132014",603123,11,"2014-09-11 00:00:00",2,462896.1,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MATERIAL DE CONSTRUCAO EM GERAL, PARA ATENDER AS NECESSIDADES DA SECRE"
"260132015",603123,11,"2015-08-07 00:00:00",2,47500,"AQUISICAO DE AGUA POTAVEL, PARA ABASTECER AS ESCOLAS DA REDE MUNICIPAL DE ENSINO, DE FORMA PARCELADA, PARA SUPRIR AS NEC"
"260142014",603123,11,"2014-10-14 00:00:00",2,74916,"SISTEMA DE REGISTRO DE PRECOS PARA O FORNECIMENTO DE CAFE DA MANHA, ALMOCO, JANTAR E COFFE BREANK, DE FORMA PARCELADA."
"260142015",603123,11,"2015-09-16 00:00:00",2,7500,"A CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE SEGURO VEICULAR DA FROTA DO FUNDO MUNICIPAL DE EDUCACAO DE MONTEIRO"
"260152015",603123,11,"2015-09-21 00:00:00",2,145281,"SISTEMA DE REGISTRO DE PRECO PARA AQUISICAO DE GAS DE COZINHA E AGUA MINERAL, DE FORMA PARCELADA, PARA SUPRIR AS NECESSI"
